3'里贝里中场上抢亚亚图雷被吹犯规                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
3'费尔南迪尼奥中场带球，遭遇包夹后球丢啦                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
4'里贝里左路拿球，直塞给到前插的阿拉巴                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
4'阿拉巴拿球下底传中，罗本的头球没能顶好                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
4'曼城的前场进攻，纳瓦斯拿球被放倒                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
5'曼城前场的任意球机会，纳斯里主罚                    3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
5'纳斯里任意球挑传禁区，混战中球被拜仁球员解围出底线                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
5'曼城右侧角球机会，纳斯里主罚                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
5'纳斯里角球开出到禁区，哲科的头球被后卫挡出                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
6'纳斯里右边路拿球再起，理查兹头球攻门                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
6'顶的太正啊，被诺伊尔在球门线上轻松拿到                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
6'拜仁的后场过顶球到前场左路找里贝里                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
15'罗本角球开出到前点，克里希直接头球解围出边线                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
15'拜仁界外球进场，一个踢墙配合后，罗本再次起脚，直接被乔哈特没收                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
16'目前双方的控球率：曼城主场37%，拜仁63%，差一大截啊                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
16'曼城的中场过顶球找哲科，边裁举旗                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
17'哲科越位在先，慢镜回放清楚显示，越位好明显                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
17'里贝里中场拿球，短传给到克罗斯                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
17'克罗斯拿球转身，面对逼抢在横传给上来的里贝里                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
18'里贝里得球直接斜传禁区找穆勒                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
18'穆勒小禁区左侧拿球分边给上来的阿拉巴                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
18'阿拉巴边路起球到禁区，第一点被曼城球员顶出                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
18'克罗斯禁区弧顶得到第二落点，直接起脚打门，球贴着立柱出了底线                   15'第15分钟，里贝里传球，克罗斯禁区右侧低射被乔哈特抱住
46'曼城的右路进攻，纳瓦斯下底传中，被拜仁球员解围                   46'1分钟后，阿拉巴左脚远射高出
46'上半场补时1分钟                   46'1分钟后，阿拉巴左脚远射高出
46'费尔南迪尼奥中场放铲，身后铲翻了克罗斯                   46'1分钟后，阿拉巴左脚远射高出
46'费尔南迪尼奥对于这次吹罚很不满，跳起来抗议啦                   46'1分钟后，阿拉巴左脚远射高出
47'主裁判吹停比赛，对费尔南迪尼奥口头警告一翻                   46'1分钟后，阿拉巴左脚远射高出
47'拜仁的中场任意球开出，主裁判鸣哨收兵                   46'1分钟后，阿拉巴左脚远射高出
46'下半场比赛开始                   46'1分钟后，阿拉巴左脚远射高出
46'下半场由红衣红裤的拜仁开球                   46'1分钟后，阿拉巴左脚远射高出
46'下半场一开始，曼城摆出进攻大旗，后卫压到了中线位置                   46'1分钟后，阿拉巴左脚远射高出
46'曼城的中场过顶球到禁区找阿圭罗                   46'1分钟后，阿拉巴左脚远射高出
47'阿圭罗停球准备打门，被后卫抢先解围出底线                   46'1分钟后，阿拉巴左脚远射高出
47'曼城获得右侧角球机会，纳斯里主罚                   46'1分钟后，阿拉巴左脚远射高出
47'角球开出到禁区，理查兹的倒挂金钩，差点踢爆上来头球的哲科啊                   46'1分钟后，阿拉巴左脚远射高出
48'球最后是直接飞出了底线，这球也是惊出哲科一身冷汗                   46'1分钟后，阿拉巴左脚远射高出
48'曼城前场再攻，费尔南迪尼奥拿球，禁区外起脚打门，打在后卫身上出底线                   46'1分钟后，阿拉巴左脚远射高出
49'曼城再次获得右侧角球，并没有形成威胁                   46'1分钟后，阿拉巴左脚远射高出
49'下半场开始，曼城的攻势一浪高一浪，中场调整很到位哦                   46'1分钟后，阿拉巴左脚远射高出
31'拉菲尼亚的过顶球被克里希挡了回来                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
31'纳斯里拿球准备进攻，可惜没带两步，又被断啦                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
31'丹特的过顶长传到禁区，穆勒头球回做给到罗本                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
32'罗本拿球强突，小禁区右侧的横传球到门前                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
32'可惜包抄的穆勒没能碰到，球滑门而过出底线                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
32'就是这样完爆的节奏，瓜迪奥拉在场边还是不满，一脸怒气啊                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
33'拜仁中场的挑传球到左路给到里贝里                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
33'里贝里直塞再给阿拉巴，阿拉巴下底传中                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
33'穆勒的插上攻门，直接顶进了乔哈特的怀抱                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
34'施魏因斯泰格中场拿球，费尔南迪尼奥上抢身后推人犯规                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
34'施魏因斯泰格躺在地上半天没起来啊                   31'拜仁第31分钟险些扩大比分，丹特中线长传，穆勒禁区内头球回点，罗本右侧突破纳斯塔西奇似传似射，穆勒后点飞身左脚铲射没够到
35'客户端用户 2013-10-03 03:12:33坑啊，为什么视频看不了了，刚才还是好的（刷新看看吧）                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
36'纳斯塔西奇禁区弧顶拉倒了背身接球的穆勒                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
36'拜仁获得位置极佳的任意球机会                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
36'施魏因斯泰格的任意球攻门，直接打在了人墙上                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
37'罗本右路拿球，底线强突时被曼城球员抢断                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
37'曼城后场传接，纳斯里得球强突又是失误                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
38'曼城落后，镜头给到了替补席的中场核心席尔瓦                   35'第35分钟，里贝里左路传中，穆勒被纳斯塔西奇从后拉倒，小猪在门前22米处主罚任意球打在人墙上
45'纳瓦斯右路拿球强突，克罗斯回防放翻了纳瓦斯                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
45'克罗斯被主裁判出示黄牌警告                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
45'现在两队这火药味上来，动作都比较大                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'曼城的右路进攻，纳瓦斯下底传中，被拜仁球员解围                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'上半场补时1分钟                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'费尔南迪尼奥中场放铲，身后铲翻了克罗斯                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'费尔南迪尼奥对于这次吹罚很不满，跳起来抗议啦                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
